age,diag,region,sarima_order,sarima_seasonal,burn,"NNAR(p,P,h,m)",nnar_cv_mae,nnar_cv_rmse,nnar_cv_folds,cv_start_frac,cv_horizon,cv_step,sarima_mae,sarima_rmse,sarima_cov_total,sarima_lb_p,hybrid_mae,hybrid_rmse,hybrid_cov_total,hybrid_cov_covid,hybrid_cov_post,hybrid_pi_n_sims,mae_impr_pct,rmse_impr_pct,hybrid_better_mae,hybrid_better_rmse,status,error
0-14,Bronquiolitis,Barcelona Metropolitana Sud,"(2, 0, 1)","(0, 1, 1, 52)",106.0,"(3, 1, 2, 52)",1046.174101284064,1364.4218296775846,3.0,0.7,26.0,26.0,1666.0026870641682,2400.2376517579773,0.8923076923076924,0.0072689917343747,1719.4658537201162,2451.947570027216,0.9307692307692308,0.9134615384615384,0.9423076923076923,100.0,-3.2090684529543525,-2.1543665991309386,False,False,ok,
0-14,Bronquiolitis,Camp de Tarragona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 2, 52)",794.264890999003,1010.9173415108726,3.0,0.7,26.0,26.0,1282.6456280775149,1848.2332534115455,0.9076923076923076,0.8241985280451837,1304.3340075137166,1858.623581674766,0.9423076923076923,0.9230769230769231,0.9551282051282052,100.0,-1.6909097073608144,-0.562176242854713,False,False,ok,
0-14,Bronquiolitis,Catalunya Central,"(1, 0, 1)","(0, 1, 1, 52)",106.0,"(3, 1, 4, 52)",772.3958890115013,997.1844053241526,3.0,0.7,26.0,26.0,1155.324914690951,1630.2102628271823,0.9230769230769232,0.3356940938978761,1222.2227252355365,1689.4653756862017,0.95,0.9519230769230769,0.9487179487179487,100.0,-5.790389326320443,-3.6348141224590607,False,False,ok,
0-14,Bronquiolitis,Girona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 3, 52)",771.1434819556448,1021.9036385838014,3.0,0.7,26.0,26.0,1146.273772994189,1653.3474358597507,0.8884615384615384,0.5419408372575051,1131.8068045002951,1631.1883167159776,0.9230769230769231,0.9230769230769231,0.9230769230769231,100.0,1.262086670281613,1.3402578709810133,True,True,ok,
0-14,Bronquiolitis,Lleida,"(0, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 2, 52)",649.9900481701769,880.8207341370518,3.0,0.7,26.0,26.0,1157.5598155166815,1645.4379660278416,0.8923076923076924,0.3431576428880883,1153.78446155824,1644.9710080137716,0.8923076923076924,0.8461538461538461,0.9230769230769231,100.0,0.3261476346910232,0.028378949781822777,True,True,ok,
0-14,Bronquiolitis,PenedÃ¨s,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 2, 52)",925.0031252502821,1163.3665808998267,3.0,0.7,26.0,26.0,1111.7612359425837,1531.9060966517125,0.9153846153846154,0.6891424719531665,1137.113224740129,1560.340194079885,0.9423076923076923,0.9230769230769231,0.9551282051282052,100.0,-2.2803447339168277,-1.8561253519599439,False,False,ok,
0-14,Bronquiolitis,Terres de l'Ebre,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",800.8545879811763,1036.8401969541392,3.0,0.7,26.0,26.0,1146.4370985504606,1517.4649945487338,0.8923076923076924,0.995412491163928,1183.3130732868585,1530.1847283318587,0.9461538461538461,0.9230769230769231,0.9615384615384616,100.0,-3.216572002338669,-0.8382225506893806,False,False,ok,
0-14,COVID-19,Barcelona Ciutat,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (53) is greater than or equal to residual length (5).
0-14,COVID-19,Girona,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (1).
0-14,COVID-19,Lleida,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (1).
0-14,COVID-19,PenedÃ¨s,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (3).
0-14,Escarlatina,Alt Pirineu i Aran,"(1, 0, 2)","(1, 1, 1, 52)",107.0,"(2, 1, 2, 52)",520.3735538079546,774.098646480466,3.0,0.7,26.0,26.0,583.1642176532042,771.9308517245458,0.9652509652509652,0.9100081111223832,575.1011599658201,767.9156734936039,0.9884169884169884,1.0,0.9806451612903225,100.0,1.3826393052426702,0.5201473968778131,True,True,ok,
0-14,Escarlatina,Barcelona Ciutat,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(5, 1, 4, 52)",239.66232465538573,293.03324022801047,3.0,0.7,26.0,26.0,416.17402347124334,521.4133277887611,0.7653846153846153,0.34369527391189,425.01964907885053,527.1418851423294,0.8461538461538461,0.7884615384615384,0.8846153846153846,100.0,-2.125463173752939,-1.0986595562990977,False,False,ok,
0-14,Escarlatina,Barcelona Metropolitana Nord,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 4, 52)",189.35484596341516,248.873416927352,3.0,0.7,26.0,26.0,425.1286075202962,523.0590712226478,0.6846153846153846,0.5778199810326288,420.81367573631957,519.7401814748623,0.8,0.7692307692307693,0.8205128205128205,100.0,1.0149709305955483,0.6345152833364779,True,True,ok,
0-14,Escarlatina,Barcelona Metropolitana Sud,"(0, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 4, 52)",200.49287804919564,249.00223180777513,3.0,0.7,26.0,26.0,305.4946267504533,397.7302731024378,0.75,0.3552278962311871,310.3463661486903,400.4756692265691,0.8730769230769231,0.8557692307692307,0.8846153846153846,100.0,-1.5881586690558198,-0.6902658182682971,False,False,ok,
0-14,Escarlatina,Camp de Tarragona,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(6, 1, 4, 52)",194.3820751682208,265.39491383450405,3.0,0.7,26.0,26.0,291.7593889734517,383.60969583020744,0.8384615384615385,0.7166864061274167,291.8944942269819,381.5825556680225,0.9153846153846154,0.875,0.9423076923076923,100.0,-0.0463070799557149,0.5284381975272553,False,True,ok,
0-14,Escarlatina,Catalunya Central,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(3, 1, 2, 52)",308.6884517609357,403.32700607007155,3.0,0.7,26.0,26.0,371.0787997880304,451.6611598875637,0.9346153846153846,0.6071175761789617,364.8356655266679,445.1780175465671,0.9615384615384616,0.9326923076923077,0.9807692307692307,100.0,1.6824281702238697,1.4353995686967012,True,True,ok,
0-14,Escarlatina,Girona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 2, 52)",142.5656496314736,177.05123388435354,3.0,0.7,26.0,26.0,254.30511318889677,397.5334058582478,0.7192307692307692,0.99139485818837,253.90378539818133,397.68361881624764,0.8576923076923076,0.8365384615384616,0.8717948717948718,100.0,0.1578134964267656,-0.037786247843883,True,False,ok,
0-14,Escarlatina,Lleida,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 8, 52)",228.32889049114237,294.53167994196366,3.0,0.7,26.0,26.0,327.4022742258073,487.3189889074431,0.8615384615384616,0.8834323951861981,335.3765351789748,490.36085170728467,0.926923076923077,0.875,0.9615384615384616,100.0,-2.4356156266855122,-0.6242036261836107,False,False,ok,
0-14,Escarlatina,PenedÃ¨s,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 3, 52)",198.5564148611878,246.64765041628138,3.0,0.7,26.0,26.0,272.87178196092736,332.9941485668994,0.8307692307692308,0.5425460216877857,280.4765362802984,340.5773412276817,0.9384615384615385,0.9038461538461539,0.9615384615384616,100.0,-2.786933212632422,-2.2772750492517453,False,False,ok,
0-14,Escarlatina,Terres de l'Ebre,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",265.51543230195983,338.83470387987524,3.0,0.7,26.0,26.0,288.7650606545299,400.4083877290232,0.9536679536679536,0.953676433789733,303.4443423086052,407.47825327200417,0.972972972972973,0.9711538461538461,0.9741935483870968,100.0,-5.083468762045678,-1.7656636972763637,False,False,ok,
0-14,Faringoamigdalitis,Alt Pirineu i Aran,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 2, 52)",347.7267912808904,422.2158443582503,3.0,0.7,26.0,26.0,717.6193895323805,824.2185620520239,0.7846153846153846,0.9643250867913844,685.901380124793,790.7707618509445,0.9192307692307692,0.8557692307692307,0.9615384615384616,100.0,4.4198930338623885,4.0581226559379795,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Ciutat,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 3, 52)",804.9137809500453,1013.6107013202871,3.0,0.7,26.0,26.0,2899.2070684403297,3470.0691213535283,0.5923076923076923,0.1204962157376484,2754.600451514367,3328.342314347782,0.6615384615384615,0.36538461538461536,0.8589743589743589,100.0,4.987798853696786,4.084264665899926,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Nord,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(8, 1, 2, 52)",956.3463182145273,1267.4908597822825,3.0,0.7,26.0,26.0,3544.189070913545,4518.441847749531,0.6230769230769231,0.0334765742573592,3453.1768987439714,4416.464710104335,0.6576923076923077,0.34615384615384615,0.8653846153846154,100.0,2.5679265509984344,2.2569093745443984,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Sud,"(1, 0, 2)","(1, 1, 1, 52)",107.0,"(8, 1, 2, 52)",659.4304957282708,846.6788931177907,3.0,0.7,26.0,26.0,2722.6124104586975,3441.9465508604662,0.573076923076923,0.0095076180506729,2674.606302576843,3394.4807668591066,0.6307692307692307,0.2980769230769231,0.8525641025641025,100.0,1.7632369446874916,1.3790389624003172,True,True,ok,
0-14,Faringoamigdalitis,Camp de Tarragona,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(2, 1, 3, 52)",379.3517861888092,484.26740828354923,3.0,0.7,26.0,26.0,1233.7282711558146,1597.0709352744843,0.6884615384615385,0.2209659529112454,1183.2228846809571,1532.8431170712213,0.7230769230769231,0.40384615384615385,0.9358974358974359,100.0,4.093720445227508,4.021600843435572,True,True,ok,
0-14,Faringoamigdalitis,Catalunya Central,"(1, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 6, 52)",536.1343323157113,658.9963604215517,3.0,0.7,26.0,26.0,1495.082086632758,1837.6965712430515,0.6846153846153846,0.9306605497916652,1277.2151656967628,1643.661215057344,0.7615384615384615,0.47115384615384615,0.9551282051282052,100.0,14.572238065314378,10.558617740384555,True,True,ok,
0-14,Faringoamigdalitis,Girona,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 3, 52)",401.6102130980417,502.16952986278767,3.0,0.7,26.0,26.0,1401.8866423195557,1734.044698233822,0.5307692307692308,0.0095581058673782,1401.4450767303113,1733.5329463516844,0.6230769230769231,0.2980769230769231,0.8397435897435898,100.0,0.03149795253871645,0.029512035223705296,True,True,ok,
0-14,Faringoamigdalitis,Lleida,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(6, 1, 2, 52)",380.45780949418486,497.93382551949077,3.0,0.7,26.0,26.0,947.5390696927232,1227.9002899117504,0.8538461538461538,0.6279470461531083,938.2875560895363,1212.157122656986,0.8615384615384616,0.6634615384615384,0.9935897435897436,100.0,0.9763727849435264,1.2821209819810204,True,True,ok,
0-14,Faringoamigdalitis,PenedÃ¨s,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 3, 52)",342.8877314245208,467.3520339448924,3.0,0.7,26.0,26.0,1129.3347535844036,1335.1535021530972,0.6653846153846154,0.8354353895839286,1017.8110700574401,1228.5214792186318,0.75,0.5,0.9166666666666666,100.0,9.87516616955227,7.9864991375529675,True,True,ok,
0-14,Faringoamigdalitis,Terres de l'Ebre,"(1, 1, 1)","(1, 1, 1, 52)",107.0,"(3, 1, 2, 52)",305.4340543749562,374.82504057993856,3.0,0.7,26.0,26.0,725.3176264740478,937.6650606373609,0.7,0.7078275300176946,723.6768662913611,935.3185465543115,0.7384615384615385,0.5384615384615384,0.8717948717948718,100.0,0.22621264433663724,0.25025077520264305,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Alt Pirineu i Aran,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(5, 1, 6, 52)",301.14838254713567,385.82263378760945,3.0,0.7,26.0,26.0,525.0838438661334,675.794322352839,0.8807692307692307,0.4528982094412253,544.9112610500006,698.1975113581614,0.9115384615384615,0.8269230769230769,0.967948717948718,100.0,-3.7760478474980532,-3.315089852682342,False,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Ciutat,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 4, 52)",389.4006622379625,511.44917241120646,3.0,0.7,26.0,26.0,1333.89548858987,1655.3088710874035,0.6961538461538461,0.1455670120630197,1330.9484254248252,1658.3711468891872,0.7115384615384616,0.4807692307692308,0.8653846153846154,100.0,0.22093658688059614,-0.18499724463942685,True,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Nord,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 4, 52)",337.8822099327098,430.88094581734384,3.0,0.7,26.0,26.0,1674.905615467994,1954.8430808683152,0.4346153846153846,0.7254187729579566,1674.8745204913805,1953.6046367316148,0.4653846153846154,0.18269230769230768,0.6538461538461539,100.0,0.001856521127301999,0.0633526112055096,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Sud,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(8, 1, 2, 52)",310.4391518127175,412.3375598820935,3.0,0.7,26.0,26.0,1281.1156995954448,1587.2994966015883,0.7115384615384616,0.6513147653886807,1265.5721596237988,1568.9488005247645,0.7038461538461539,0.40384615384615385,0.9038461538461539,100.0,1.2132815152100889,1.156095375580521,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Camp de Tarragona,"(1, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 2, 52)",141.0985819383611,173.6127993111613,3.0,0.7,26.0,26.0,701.898637156089,804.5268518036411,0.7423076923076923,0.631050720731271,697.2501414431754,799.2351533401269,0.6807692307692308,0.34615384615384615,0.9038461538461539,100.0,0.6622745033026541,0.6577404410618387,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Catalunya Central,"(2, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 8, 52)",251.71228253375259,301.34676461662576,3.0,0.7,26.0,26.0,809.4569299641851,945.7632052300016,0.4653846153846154,0.953495161525968,842.2130215327874,981.3522919031718,0.5615384615384615,0.2980769230769231,0.7371794871794872,100.0,-4.046675042988589,-3.7630018250197437,False,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Girona,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 2, 52)",166.45102585315394,208.64879248333673,3.0,0.7,26.0,26.0,694.889145138007,838.0545407567432,0.5307692307692308,0.6387769504991857,680.9521045849249,826.774308499294,0.5576923076923077,0.3173076923076923,0.717948717948718,100.0,2.0056494838920287,1.346002164401314,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Lleida,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 4, 52)",207.1387695747961,262.1512116337263,3.0,0.7,26.0,26.0,565.252068126269,673.9911998267942,0.8538461538461538,0.9676348702528682,562.2523805811863,671.4430000057101,0.8730769230769231,0.7115384615384616,0.9807692307692307,100.0,0.5306813922903849,0.37807612647448363,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,PenedÃ¨s,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 6, 52)",176.17820229374934,211.2967848224048,3.0,0.7,26.0,26.0,482.6907061488716,597.6717054122238,0.8961538461538462,0.7305111908791134,479.4956932751922,595.2707136263795,0.8961538461538462,0.75,0.9935897435897436,100.0,0.6619172138553631,0.40172418471580873,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Terres de l'Ebre,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(12, 1, 2, 52)",161.82121892300458,197.78159699492718,3.0,0.7,26.0,26.0,351.12786053192207,569.6717272359949,0.676923076923077,0.6366130029543303,353.9284367781485,565.0713622816854,0.7884615384615384,0.7788461538461539,0.7948717948717948,100.0,-0.7975944267093688,0.8075466508808729,False,True,ok,
0-14,Grip,Alt Pirineu i Aran,"(2, 0, 2)","(1, 1, 1, 52)",107.0,"(3, 1, 2, 52)",303.3317940117525,439.31695752405943,3.0,0.7,26.0,26.0,467.29678737476064,906.3642554210984,0.8846153846153846,0.7342072974345081,482.5344683568515,903.297882390173,0.9192307692307692,0.9134615384615384,0.9230769230769231,100.0,-3.260814410408222,0.3383157502720351,False,True,ok,
0-14,Grip,Barcelona Ciutat,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 3, 52)",431.7846380249123,594.4220272427432,3.0,0.7,26.0,26.0,1143.4312482445398,2138.470753456494,0.926923076923077,0.7464937169905472,1142.3550321873238,2134.29230661631,0.9076923076923077,0.9134615384615384,0.9038461538461539,100.0,0.09412162374154837,0.19539415413703887,True,True,ok,
0-14,Grip,Barcelona Metropolitana Nord,"(2, 0, 2)","(1, 1, 1, 52)",107.0,"(2, 1, 2, 52)",437.34693765552817,669.9238252421882,3.0,0.7,26.0,26.0,1545.148644679379,2877.971544595542,0.9,0.9626778450659657,1548.5114359793133,2872.2487311498976,0.9076923076923077,0.9134615384615384,0.9038461538461539,100.0,-0.2176354560782144,0.1988488543742288,False,True,ok,
0-14,Grip,Barcelona Metropolitana Sud,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(5, 1, 2, 52)",358.48677441126705,522.2240199212988,3.0,0.7,26.0,26.0,1067.9704097939011,1871.3262322326696,0.9115384615384616,0.9635299878669782,1071.3550964438766,1877.1486247192292,0.9230769230769231,0.9134615384615384,0.9294871794871795,100.0,-0.3169270064915633,-0.3111372237652559,False,False,ok,
0-14,Grip,Camp de Tarragona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",296.57782196368936,436.0751496542832,3.0,0.7,26.0,26.0,673.1140604126648,1209.6613478052393,0.8846153846153846,0.8222198074385239,674.4816267159825,1211.6488571202726,0.9,0.8653846153846154,0.9230769230769231,100.0,-0.20317006934594903,-0.1643029529412821,False,False,ok,
0-14,Grip,Catalunya Central,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(8, 1, 3, 52)",488.5905038812975,777.1252736860591,3.0,0.7,26.0,26.0,781.6506457732195,1305.460851844222,0.9346153846153846,0.6085277777641475,5.977963510287696e+25,3.45708437862824e+26,0.9384615384615385,0.9134615384615384,0.9551282051282052,100.0,-7.647871261430626e+24,-2.6481716198110603e+25,False,False,ok,
0-14,Grip,Girona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",316.83610900257395,432.17285121446525,3.0,0.7,26.0,26.0,581.7041838206516,1018.4225799629352,0.903846153846154,0.9860056744642824,584.1446008066574,1016.1598450419591,0.9384615384615385,0.9230769230769231,0.9487179487179487,100.0,-0.41952886946370593,0.22218035670992517,False,True,ok,
0-14,Grip,Lleida,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",454.1917338890851,925.4792081183715,3.0,0.7,26.0,26.0,578.2905961898422,939.8838527848812,0.9423076923076924,0.9977349474863484,614.4056684845157,972.661090292235,0.9538461538461539,0.9519230769230769,0.9551282051282052,100.0,-6.245142586205497,-3.4873710629493897,False,False,ok,
0-14,Grip,PenedÃ¨s,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 4, 52)",221.78717140205927,321.00300953925563,3.0,0.7,26.0,26.0,460.9940033348281,713.49020196459,0.9115384615384616,0.3016899248602476,484.6852732075767,731.9198935587652,0.9346153846153846,0.9326923076923077,0.9358974358974359,100.0,-5.139170943952865,-2.58303359225245,False,False,ok,
0-14,Grip,Terres de l'Ebre,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 2, 52)",308.1707051848654,503.6887787476976,3.0,0.7,26.0,26.0,409.5507465220428,673.7699515047689,0.9423076923076924,0.9956243244555322,424.25502250091057,684.2941410920216,0.9576923076923077,0.9423076923076923,0.967948717948718,100.0,-3.590342858299822,-1.5619855951943948,False,False,ok,
0-14,Impetigen,Alt Pirineu i Aran,"(2, 1, 1)","(0, 1, 1, 52)",107.0,"(5, 1, 3, 52)",625.4476513351807,764.7895768519252,3.0,0.7,26.0,26.0,809.0921152315026,1808.1702897556208,0.9807692307692308,0.7516595023315852,797.0496906611086,1814.0194689170262,0.9807692307692307,0.9615384615384616,0.9935897435897436,100.0,1.48838733485227,-0.32348607841553895,True,False,ok,
0-14,Impetigen,Barcelona Ciutat,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 4, 52)",323.92989915371226,442.0784174303687,3.0,0.7,26.0,26.0,853.506411428896,1116.0690320399326,0.6538461538461539,0.8053430398785716,846.201468785256,1114.5234002614263,0.7,0.5673076923076923,0.7884615384615384,100.0,0.8558743725674413,0.13848890473031011,True,True,ok,
0-14,Impetigen,Barcelona Metropolitana Nord,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(2, 1, 6, 52)",245.4302185841134,315.2433874180664,3.0,0.7,26.0,26.0,1026.235228317811,1377.937978850395,0.9384615384615383,0.9314300021433448,1023.825184849371,1375.1535399383788,0.9384615384615385,0.8653846153846154,0.9871794871794872,100.0,0.23484318233653056,0.2020728766282518,True,True,ok,
0-14,Impetigen,Barcelona Metropolitana Sud,"(2, 1, 2)","(1, 1, 1, 52)",108.0,"(8, 1, 2, 52)",229.40008996484684,283.4464394338516,3.0,0.7,26.0,26.0,725.4770712797703,901.2262633374836,0.4423076923076923,0.4276534333203048,724.5952154499319,901.3748889421119,0.5576923076923077,0.4230769230769231,0.6474358974358975,100.0,0.12155529991909626,-0.016491486175497144,True,False,ok,
