age,diag,region,sarima_order,sarima_seasonal,burn,"NNAR(p,P,h,m)",nnar_cv_mae,nnar_cv_rmse,nnar_cv_folds,cv_start_frac,cv_horizon,cv_step,sarima_mae,sarima_rmse,sarima_cov_total,sarima_lb_p,hybrid_mae,hybrid_rmse,hybrid_cov_total,hybrid_cov_covid,hybrid_cov_post,hybrid_pi_n_sims,mae_impr_pct,rmse_impr_pct,hybrid_better_mae,hybrid_better_rmse,status,error
0-14,Bronquiolitis,Barcelona Ciutat,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 4, 52)",1441.4974749131927,1756.6453999430396,3.0,0.7,26.0,26.0,2128.4890049301803,3118.9702867499523,0.8884615384615384,0.4527785161374027,2232.1340264479004,3257.931396476452,0.9038461538461539,0.8653846153846154,0.9294871794871795,100.0,-4.869417754926102,-4.455352149933456,False,False,ok,
0-14,Bronquiolitis,Barcelona Metropolitana Nord,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 4, 52)",1049.7620727655292,1394.7407998049948,3.0,0.7,26.0,26.0,2119.999889199888,3138.4259888743077,0.8538461538461538,0.0953244178692799,2236.932470772156,3235.3815998254163,0.9038461538461539,0.8557692307692307,0.9358974358974359,100.0,-5.515688098285697,-3.0893069103689363,False,False,ok,
0-14,Bronquiolitis,Barcelona Metropolitana Sud,"(2, 0, 1)","(0, 1, 1, 52)",106.0,"(3, 1, 2, 52)",1037.0411522645175,1360.930994287762,3.0,0.7,26.0,26.0,1646.3899325745192,2385.870358632742,0.8923076923076924,0.0072693209610202,1714.6611443696966,2451.3423765831326,0.926923076923077,0.9038461538461539,0.9423076923076923,100.0,-4.146721894030243,-2.744156559617528,False,False,ok,
0-14,Bronquiolitis,Camp de Tarragona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 2, 52)",787.1692482250619,1009.9646568612444,3.0,0.7,26.0,26.0,1255.235889331196,1829.6340555863735,0.9115384615384616,0.8234065390018093,1284.7593411448677,1850.482941314516,0.9423076923076923,0.9230769230769231,0.9551282051282052,100.0,-2.3520241943848625,-1.1395112407579604,False,False,ok,
0-14,Bronquiolitis,Catalunya Central,"(1, 0, 1)","(0, 1, 1, 52)",106.0,"(4, 1, 6, 52)",769.4715411813155,995.7160984910123,3.0,0.7,26.0,26.0,1095.118421057438,1573.100749783473,0.9192307692307692,0.3369383825040673,1261.7751275681026,1715.5506930590718,0.9576923076923077,0.9519230769230769,0.9615384615384616,100.0,-15.21814475093408,-9.055360458966542,False,False,ok,
0-14,Bronquiolitis,Girona,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 3, 52)",765.9923742969476,1043.534286191779,3.0,0.7,26.0,26.0,1106.36491340743,1618.674354780743,0.9,0.5948972879248686,1132.4440754260427,1638.7232109288516,0.9076923076923077,0.9038461538461539,0.9102564102564102,100.0,-2.3571935174889864,-1.2385972563841792,False,False,ok,
0-14,Bronquiolitis,Lleida,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 3, 52)",643.9048085457192,839.0136289482689,3.0,0.7,26.0,26.0,1140.702798861096,1647.1588603465111,0.8615384615384616,0.5260042032480431,1187.8170315379148,1679.742710946425,0.8884615384615384,0.8365384615384616,0.9230769230769231,100.0,-4.1302811498191065,-1.9781850666825906,False,False,ok,
0-14,Bronquiolitis,PenedÃ¨s,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 2, 52)",908.5169521198742,1162.6951000906336,3.0,0.7,26.0,26.0,1040.6385164040978,1477.003938690957,0.9153846153846154,0.560665864530944,1059.7879950678794,1499.0810189884644,0.9461538461538461,0.9326923076923077,0.9551282051282052,100.0,-1.8401662404301682,-1.4947204756321686,False,False,ok,
0-14,Bronquiolitis,Terres de l'Ebre,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 4, 52)",780.3022682162035,988.3978722073122,3.0,0.7,26.0,26.0,1052.7394462895804,1426.3276685643018,0.8961538461538462,0.9927071656375516,1041.415153019271,1422.667817778263,0.95,0.9423076923076923,0.9551282051282052,100.0,1.0756976296672789,0.2565925675215047,True,True,ok,
0-14,COVID-19,Barcelona Ciutat,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (5).
0-14,COVID-19,Girona,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (1).
0-14,COVID-19,Lleida,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (1).
0-14,COVID-19,PenedÃ¨s,,,,,,,,,,,,,,,,,,,,,,,,,fail,Burn (54) is greater than or equal to residual length (3).
0-14,Escarlatina,Alt Pirineu i Aran,"(0, 0, 2)","(0, 1, 1, 52)",107.0,"(5, 1, 3, 52)",490.4357443202537,706.2868338498188,3.0,0.7,26.0,26.0,487.2662328532038,657.9747681190372,0.9575289575289576,0.7500115995147869,494.31707718353584,655.3257871310875,0.9845559845559846,0.9903846153846154,0.9806451612903225,100.0,-1.4470209209954041,0.40259613533849975,False,True,ok,
0-14,Escarlatina,Barcelona Ciutat,"(2, 0, 1)","(0, 1, 1, 52)",106.0,"(8, 1, 2, 52)",232.55777099293405,286.2730478243704,3.0,0.7,26.0,26.0,384.7630380868268,493.1158353315415,0.8,0.1751613677861488,381.18433011101206,494.7813704102131,0.8730769230769231,0.8365384615384616,0.8974358974358975,100.0,0.930107006538175,-0.33775737044660187,True,False,ok,
0-14,Escarlatina,Barcelona Metropolitana Nord,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 4, 52)",183.6684469696204,248.8791691347733,3.0,0.7,26.0,26.0,412.89619672893,510.1909168118933,0.6961538461538461,0.6376336997400387,400.0930066587339,492.2721058707498,0.7923076923076923,0.7692307692307693,0.8076923076923077,100.0,3.1008253821726393,3.5121775693529593,True,True,ok,
0-14,Escarlatina,Barcelona Metropolitana Sud,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 4, 52)",191.98611383579598,245.89820817027976,3.0,0.7,26.0,26.0,274.74748278961704,365.93773300418377,0.7884615384615384,0.3690892642924963,282.1707106497462,370.3905926379327,0.8961538461538462,0.9230769230769231,0.8782051282051282,100.0,-2.7018365317702835,-1.2168353334850017,False,False,ok,
0-14,Escarlatina,Camp de Tarragona,"(2, 1, 2)","(0, 1, 1, 52)",108.0,"(5, 1, 2, 52)",196.52465808982575,256.7003367861903,3.0,0.7,26.0,26.0,235.92882830402428,326.43799042540076,0.9384615384615383,0.9487278316432854,251.00534812062577,336.69919395573265,0.9615384615384616,0.9519230769230769,0.967948717948718,100.0,-6.390283003980115,-3.143385215967024,False,False,ok,
0-14,Escarlatina,Catalunya Central,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 4, 52)",274.07439839023135,361.40135771450167,3.0,0.7,26.0,26.0,303.43124520445866,375.20113976758194,0.9384615384615383,0.9853249104759793,313.6809204647884,383.0023386086865,0.9730769230769231,0.9615384615384616,0.9807692307692307,100.0,-3.377923474368401,-2.079204462421679,False,False,ok,
0-14,Escarlatina,Girona,"(0, 0, 2)","(1, 1, 1, 52)",107.0,"(2, 1, 4, 52)",140.52993887763367,176.485539945322,3.0,0.7,26.0,26.0,235.87206375615904,401.93083387079287,0.8153846153846154,0.2125211761929549,236.19772826692378,398.49063577349415,0.8923076923076924,0.9134615384615384,0.8782051282051282,100.0,-0.13806828395812304,0.8559179359711989,False,True,ok,
0-14,Escarlatina,Lleida,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 4, 52)",205.82037315081368,267.173199148454,3.0,0.7,26.0,26.0,273.44098969438335,459.5921614830059,0.9,0.931607032285972,273.2127913064545,460.35425658849283,0.9461538461538461,0.9038461538461539,0.9743589743589743,100.0,0.0834543453722473,-0.16581986581925523,True,False,ok,
0-14,Escarlatina,PenedÃ¨s,"(0, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 2, 52)",169.38057117642552,222.3598401513416,3.0,0.7,26.0,26.0,204.80102637690135,264.5625368771103,0.9307692307692308,0.8268888735852262,203.070425427926,261.5520398434249,0.9807692307692307,1.0,0.967948717948718,100.0,0.8450157597308426,1.1379150915398795,True,True,ok,
0-14,Escarlatina,Terres de l'Ebre,"(0, 0, 2)","(1, 1, 1, 52)",107.0,"(8, 1, 3, 52)",236.6636693916969,284.0512679491467,3.0,0.7,26.0,26.0,230.6421703518521,339.94825383885257,0.9575289575289576,0.5054256834654459,271.99181492496695,362.89717985165373,0.9768339768339769,0.9711538461538461,0.9806451612903225,100.0,-17.92805041247862,-6.750711543198502,False,False,ok,
0-14,Faringoamigdalitis,Alt Pirineu i Aran,"(1, 1, 2)","(1, 1, 1, 52)",108.0,"(3, 1, 2, 52)",346.7913513139685,421.2833917561273,3.0,0.7,26.0,26.0,704.708760142844,813.2413140493533,0.7846153846153846,0.9612003097979138,661.810991724504,770.0325954245452,0.9153846153846154,0.8461538461538461,0.9615384615384616,100.0,6.087304549704283,5.313148493361695,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Ciutat,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(12, 1, 2, 52)",786.296722924321,1018.2514725586856,3.0,0.7,26.0,26.0,2899.2071501322343,3470.0692387839704,0.5923076923076923,0.1204963571706005,2775.463899776167,3346.1658240305596,0.6692307692307692,0.38461538461538464,0.8589743589743589,100.0,4.26817553724725,3.5706323484435916,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Nord,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(8, 1, 2, 52)",956.6660507776327,1267.6649409559077,3.0,0.7,26.0,26.0,3544.1887440301944,4518.441511739479,0.6230769230769231,0.0334765214298192,3453.353903222489,4416.6576781154745,0.6576923076923077,0.34615384615384615,0.8653846153846154,100.0,2.5629233477112905,2.2526314296546173,True,True,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Sud,"(1, 0, 2)","(1, 1, 1, 52)",107.0,"(8, 1, 2, 52)",659.4699168056342,846.7079351973681,3.0,0.7,26.0,26.0,2722.6053760397144,3441.939275625663,0.573076923076923,0.009507415217199,2675.389957018073,3395.2564237395623,0.6307692307692307,0.3269230769230769,0.8333333333333334,100.0,1.734199874765575,1.3562950461296233,True,True,ok,
0-14,Faringoamigdalitis,Camp de Tarragona,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 8, 52)",380.1930108337763,486.8482446665901,3.0,0.7,26.0,26.0,1233.7790463381602,1597.1316244139705,0.6884615384615385,0.2209103881213735,1187.676738897927,1538.8441145701158,0.7153846153846154,0.38461538461538464,0.9358974358974359,100.0,3.736674534801375,3.64951197214205,True,True,ok,
0-14,Faringoamigdalitis,Catalunya Central,"(1, 1, 2)","(1, 1, 1, 52)",108.0,"(5, 1, 4, 52)",523.7389028124298,664.8825424838083,3.0,0.7,26.0,26.0,1506.3515804829904,1845.4850064593193,0.6692307692307692,0.92614445792586,1475.6176537842446,1812.1743385352431,0.7346153846153847,0.4230769230769231,0.9423076923076923,100.0,2.0402890730789016,1.8049817694257395,True,True,ok,
0-14,Faringoamigdalitis,Girona,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 3, 52)",405.0432134029374,504.0329837054962,3.0,0.7,26.0,26.0,1401.8600024208324,1734.0152620309946,0.5307692307692308,0.009553592371499,1400.3886187446058,1732.3535259203775,0.6346153846153846,0.3076923076923077,0.8525641025641025,100.0,0.10495938779091779,0.095831688855538,True,True,ok,
0-14,Faringoamigdalitis,Lleida,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(6, 1, 2, 52)",380.5096014612707,496.9443377276438,3.0,0.7,26.0,26.0,947.5390572349218,1227.9002824679949,0.8538461538461538,0.627947196247515,938.2764579969527,1212.1381146498966,0.8653846153846154,0.6634615384615384,1.0,100.0,0.9775427373937393,1.283668392551994,True,True,ok,
0-14,Faringoamigdalitis,PenedÃ¨s,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(4, 1, 2, 52)",347.9532247444067,473.43302237079706,3.0,0.7,26.0,26.0,1129.3346515902,1335.1501760526887,0.6653846153846154,0.8354605985752857,1097.384678549288,1303.0902023185809,0.7538461538461538,0.5096153846153846,0.9166666666666666,100.0,2.829097025927941,2.401226042518433,True,True,ok,
0-14,Faringoamigdalitis,Terres de l'Ebre,"(2, 1, 2)","(1, 1, 1, 52)",108.0,"(12, 1, 2, 52)",305.0015162317413,374.1391570783656,3.0,0.7,26.0,26.0,725.8747981534644,938.5349921010531,0.7,0.7491942814023613,742.8531850529733,960.5628365382913,0.7384615384615385,0.5192307692307693,0.8846153846153846,100.0,-2.3390241599101964,-2.3470456213812017,False,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Alt Pirineu i Aran,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(2, 1, 6, 52)",296.49489318946934,378.5279658702552,3.0,0.7,26.0,26.0,436.1453154558164,581.1180001858745,0.9423076923076924,0.5041886603117466,474.08394540466685,619.087891363627,0.9576923076923077,0.9134615384615384,0.9871794871794872,100.0,-8.698621446661813,-6.533938230377925,False,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Ciutat,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 4, 52)",389.43854633142473,510.81779185733035,3.0,0.7,26.0,26.0,1333.8954891491055,1655.3088715893805,0.6961538461538461,0.1455670084369148,1331.4290352402318,1659.0768818926542,0.7423076923076923,0.5288461538461539,0.8846153846153846,100.0,0.18490608364281233,-0.22763185577902476,True,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Nord,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 6, 52)",318.1548434610808,421.06230057528813,3.0,0.7,26.0,26.0,1674.9149296690637,1954.8486218820983,0.4346153846153846,0.7253943449745099,1642.9423057312451,1923.705590040242,0.4846153846153846,0.21153846153846154,0.6666666666666666,100.0,1.9089103196504316,1.593117313189821,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Sud,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(8, 1, 2, 52)",310.4344104747519,412.39034450137575,3.0,0.7,26.0,26.0,1281.1157012589167,1587.2994991049338,0.7115384615384616,0.6513147445454114,1265.509022701775,1568.8906935839523,0.7,0.3942307692307692,0.9038461538461539,100.0,1.2182099198226615,1.1597562735553149,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Camp de Tarragona,"(1, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 2, 52)",141.04557076454776,173.56568598317514,3.0,0.7,26.0,26.0,701.8986285843864,804.5268436440867,0.7423076923076923,0.6310506662909562,697.4043729881206,799.3953491115011,0.676923076923077,0.33653846153846156,0.9038461538461539,100.0,0.6402998115739288,0.6378276341088437,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Catalunya Central,"(2, 1, 2)","(0, 1, 1, 52)",108.0,"(5, 1, 4, 52)",257.3769439815142,307.47850003479124,3.0,0.7,26.0,26.0,809.1565629902266,945.7723927001092,0.4653846153846154,0.9566081738333122,822.803439951673,959.6523826445751,0.5807692307692308,0.27884615384615385,0.782051282051282,100.0,-1.6865558021323566,-1.4675824809010976,False,False,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Girona,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 2, 52)",166.00951503133254,207.68410905913655,3.0,0.7,26.0,26.0,694.869217104796,838.0418948011477,0.5307692307692308,0.6389720987999181,682.1724163370125,827.8453953715656,0.5692307692307692,0.2980769230769231,0.75,100.0,1.827221649087484,1.2167052140038357,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Lleida,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(4, 1, 4, 52)",208.1009648157914,262.67232031233806,3.0,0.7,26.0,26.0,565.252064641342,673.9911985282849,0.8538461538461538,0.9676348685077228,562.4669454528691,671.6331086667204,0.8807692307692307,0.7115384615384616,0.9935897435897436,100.0,0.4927216303473524,0.34986953341728955,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,PenedÃ¨s,"(0, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 6, 52)",176.69605841979512,211.49697258059965,3.0,0.7,26.0,26.0,482.6907055714879,597.6717058243454,0.8961538461538462,0.7305112093125973,479.47464706510027,594.7406571566348,0.8846153846153846,0.7211538461538461,0.9935897435897436,100.0,0.666277280516505,0.49041114698041266,True,True,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Terres de l'Ebre,"(2, 1, 2)","(1, 1, 1, 52)",108.0,"(4, 1, 3, 52)",156.48576883644924,195.4656509567535,3.0,0.7,26.0,26.0,346.2120436988495,567.9986112054053,0.6615384615384615,0.7210895882562407,346.5229838486917,567.6047929911457,0.7846153846153846,0.8461538461538461,0.7435897435897436,100.0,-0.08981205463569517,0.06933436217807079,False,True,ok,
0-14,Grip,Alt Pirineu i Aran,"(1, 0, 2)","(1, 1, 1, 52)",107.0,"(3, 1, 2, 52)",255.29766546247313,348.2228068429908,3.0,0.7,26.0,26.0,865.4684771869782,1574.8193987849938,0.8692307692307693,0.0013484913556285,887.0242604277705,1564.4316999355935,0.8923076923076924,0.8076923076923077,0.9487179487179487,100.0,-2.490649146558725,0.6596120709088688,False,True,ok,
0-14,Grip,Barcelona Ciutat,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(5, 1, 3, 52)",347.634783298985,452.2869295532778,3.0,0.7,26.0,26.0,1101.2512505815607,2112.622652407901,0.926923076923077,0.6920153788505171,1104.118958114391,2117.530261378963,0.9230769230769231,0.9134615384615384,0.9294871794871795,100.0,-0.26040447457525234,-0.23229936332778026,False,False,ok,
0-14,Grip,Barcelona Metropolitana Nord,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",360.62002674446427,583.097860782635,3.0,0.7,26.0,26.0,1518.624115127809,2859.41808792948,0.9,0.930552982259383,1509.2113379589557,2849.034291375219,0.9115384615384615,0.9134615384615384,0.9102564102564102,100.0,0.6198227115642235,0.3631436968974382,True,True,ok,
0-14,Grip,Barcelona Metropolitana Sud,"(2, 0, 1)","(0, 1, 1, 52)",106.0,"(3, 1, 3, 52)",274.9247931391341,486.54439618254287,3.0,0.7,26.0,26.0,1016.4813461528972,1793.253165174374,0.9153846153846154,0.7738855006714669,1018.0593608818017,1801.9648307437617,0.9153846153846154,0.9230769230769231,0.9102564102564102,100.0,-0.1552428615514506,-0.4858023249907657,False,False,ok,
0-14,Grip,Camp de Tarragona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 2, 52)",220.04330958384799,350.71537987348665,3.0,0.7,26.0,26.0,655.8671965962399,1189.7967104360698,0.8884615384615384,0.6883427681409675,653.4701859696721,1189.6157285161162,0.8961538461538462,0.8653846153846154,0.9166666666666666,100.0,0.3654719490481514,0.015211163248829833,True,True,ok,
0-14,Grip,Catalunya Central,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(6, 1, 4, 52)",355.6241379059825,570.9419541865612,3.0,0.7,26.0,26.0,808.2832797662892,1287.2063695658055,0.9384615384615383,0.9034182200358744,807.5947356060265,1287.3950076194355,0.9461538461538461,0.9230769230769231,0.9615384615384616,100.0,0.08518599573924272,-0.014654841530473462,True,False,ok,
0-14,Grip,Girona,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(5, 1, 3, 52)",266.4681258519861,392.4820294341808,3.0,0.7,26.0,26.0,561.919275077401,1004.1837869115616,0.9076923076923076,0.9891923641402351,562.7411496408791,1013.2621543522093,0.9192307692307692,0.9326923076923077,0.9102564102564102,100.0,-0.146262034411419,-0.904054373210796,False,False,ok,
0-14,Grip,Lleida,"(2, 0, 2)","(1, 1, 1, 52)",107.0,"(5, 1, 3, 52)",390.1003225085955,848.5365562307771,3.0,0.7,26.0,26.0,540.5772983966516,888.3128670211902,0.9423076923076924,0.9893741087140856,542.4680916181745,890.6133803718833,0.9423076923076923,0.9423076923076923,0.9423076923076923,100.0,-0.34977296070904307,-0.25897557449634817,False,False,ok,
0-14,Grip,PenedÃ¨s,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(8, 1, 4, 52)",178.687219421112,249.49153811858582,3.0,0.7,26.0,26.0,424.6105757130447,648.3992316448878,0.9384615384615383,0.3877556535347315,431.35310630529426,651.1361345705186,0.9538461538461539,0.9711538461538461,0.9423076923076923,100.0,-1.5879327972288277,-0.4221015066115568,False,False,ok,
0-14,Grip,Terres de l'Ebre,"(2, 0, 2)","(0, 1, 1, 52)",107.0,"(3, 1, 3, 52)",273.14298269553973,423.76223348740086,3.0,0.7,26.0,26.0,465.758060664812,715.6615176483749,0.95,0.7941480071112206,494.45495831053404,733.4755962852757,0.9384615384615385,0.8846153846153846,0.9743589743589743,100.0,-6.161331401277477,-2.489176544721439,False,False,ok,
0-14,Impetigen,Alt Pirineu i Aran,"(1, 0, 2)","(0, 1, 1, 52)",107.0,"(2, 1, 3, 52)",550.5044768389747,687.6104776146244,3.0,0.7,26.0,26.0,756.6110733870044,1845.315447575826,0.9692307692307692,0.5766054134430622,865.210323806951,1852.0238331756157,0.9769230769230769,0.9519230769230769,0.9935897435897436,100.0,-14.353378405340687,-0.36353598018172734,False,False,ok,
0-14,Impetigen,Barcelona Ciutat,"(1, 1, 2)","(0, 1, 1, 52)",108.0,"(3, 1, 4, 52)",323.5898354254163,441.7514971066537,3.0,0.7,26.0,26.0,853.5063607612866,1116.0690764930318,0.6538461538461539,0.8053429846173374,846.301997695259,1114.4902916690448,0.7,0.5865384615384616,0.7756410256410257,100.0,0.8440901435815439,0.141459418349619,True,True,ok,
0-14,Impetigen,Barcelona Metropolitana Nord,"(0, 1, 2)","(0, 1, 1, 52)",108.0,"(2, 1, 6, 52)",244.98344995401894,315.0540343295399,3.0,0.7,26.0,26.0,1026.2352216970287,1377.9379640702073,0.9384615384615383,0.9314300021234292,1023.6919936531228,1374.304581838596,0.9346153846153846,0.8557692307692307,0.9871794871794872,100.0,0.24782116128310813,0.26368256963316367,True,True,ok,
0-14,Impetigen,Barcelona Metropolitana Sud,"(2, 1, 2)","(1, 1, 1, 52)",108.0,"(6, 1, 6, 52)",226.5913833697923,285.0127673151595,3.0,0.7,26.0,26.0,725.5897883947939,901.1216542713828,0.4461538461538462,0.4276235116781308,714.5364511945712,895.3938686188706,0.5923076923076923,0.46153846153846156,0.6794871794871795,100.0,1.5233589801030347,0.6356284554213201,True,True,ok,
