age,diag,region,p_adf,p_kpss,d,order,seasonal,aic,cv_mae,converged,mae_test,rmse_test,cov_total,cov_covid,cov_post,lb_p,status,error
0-14,Bronquiolitis,Lleida,6.171316843705872e-06,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",5263.123915980479,726.2869880315462,True,1140.702798861096,1647.1588603465113,0.8615384615384616,0.8173076923076923,0.8910256410256411,0.5260042032480431,ok,
0-14,Bronquiolitis,PenedÃ¨s,1.2669644314399942e-06,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",5365.445570149907,896.5620061041454,True,1040.6385164040978,1477.003938690957,0.9153846153846154,0.9038461538461539,0.9230769230769231,0.560665864530944,ok,
0-14,Bronquiolitis,Terres de l'Ebre,7.0749883963796895e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",5254.926898936421,779.9838102501946,False,1052.7394462895804,1426.3276685643018,0.8961538461538462,0.8846153846153846,0.9038461538461539,0.9927071656375517,ok,
0-14,COVID-19,Alt Pirineu i Aran,,,,,,,,,,,,,,,fail,empty train or test
0-14,COVID-19,Barcelona Ciutat,0.9873496527185626,0.08947044334975368,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,5161.890333586247,14659.99785695189,0.9384615384615385,0.8942307692307693,0.967948717948718,,ok,
0-14,COVID-19,Barcelona Metropolitana Nord,,,,,,,,,,,,,,,fail,empty train or test
0-14,COVID-19,Barcelona Metropolitana Sud,,,,,,,,,,,,,,,fail,empty train or test
0-14,COVID-19,Camp de Tarragona,,,,,,,,,,,,,,,fail,empty train or test
0-14,COVID-19,Catalunya Central,,,,,,,,,,,,,,,fail,empty train or test
0-14,COVID-19,Girona,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,4015.7311283897047,6135.759143638006,0.9884615384615385,1.0,0.9807692307692307,,ok,
0-14,COVID-19,Lleida,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1677.3906395472513,4789.08661119546,0.9923076923076923,1.0,0.9871794871794872,,ok,
0-14,COVID-19,PenedÃ¨s,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1358.6136318317076,4022.6541891695747,0.9922779922779923,1.0,0.9870967741935484,,ok,
0-14,COVID-19,Terres de l'Ebre,,,,,,,,,,,,,,,fail,empty train or test
0-14,Escarlatina,Alt Pirineu i Aran,9.839675921077866e-26,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",4938.033796007653,523.4058820411276,True,487.2662328532038,657.9747681190372,0.9575289575289575,0.9711538461538461,0.9483870967741935,0.7500115995147869,ok,
0-14,Escarlatina,Barcelona Ciutat,0.0001953138538301611,0.1,0.0,"(2, 0, 1)","(0, 1, 1, 52)",4445.462568036271,221.48412968253513,False,384.7630380868268,493.1158353315415,0.8,0.7692307692307693,0.8205128205128205,0.1751613677861488,ok,
0-14,Escarlatina,Barcelona Metropolitana Nord,2.731183192545786e-09,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4312.12971297279,188.47991164878678,True,412.89619672893,510.1909168118933,0.6961538461538461,0.6634615384615384,0.717948717948718,0.6376336997400387,ok,
0-14,Escarlatina,Barcelona Metropolitana Sud,1.4087793732154564e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4291.073290448095,195.23260671707618,False,274.74748278961704,365.93773300418377,0.7884615384615384,0.8076923076923077,0.7756410256410257,0.36908926429249633,ok,
0-14,Escarlatina,Camp de Tarragona,5.756102133123272e-30,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4343.134105830167,185.14560166947976,False,235.92882830402428,326.43799042540076,0.9384615384615385,0.9326923076923077,0.9423076923076923,0.9487278316432854,ok,
0-14,Escarlatina,Catalunya Central,3.986482268700087e-30,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4541.543432919034,299.72215915605017,False,303.43124520445866,375.20113976758194,0.9384615384615385,0.9230769230769231,0.9487179487179487,0.9853249104759793,ok,
0-14,Escarlatina,Girona,4.708077167962498e-10,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",4075.3692023820768,146.6077803289136,True,235.87206375615906,401.93083387079287,0.8153846153846154,0.8557692307692307,0.7884615384615384,0.21252117619295494,ok,
0-14,Escarlatina,Lleida,7.763052693254596e-30,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4381.837300373753,217.44737330065158,True,273.44098969438335,459.5921614830059,0.9,0.8461538461538461,0.9358974358974359,0.931607032285972,ok,
0-14,Escarlatina,PenedÃ¨s,4.2697624551147485e-21,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",4250.642483901554,173.17797530321906,True,204.80102637690135,264.5625368771103,0.9307692307692308,0.9615384615384616,0.9102564102564102,0.8268888735852262,ok,
0-14,Escarlatina,Terres de l'Ebre,5.883697110307997e-25,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",4447.55246331854,246.64352336076774,True,230.6421703518521,339.94825383885257,0.9575289575289575,0.9615384615384616,0.9548387096774194,0.5054256834654459,ok,
0-14,Faringoamigdalitis,Alt Pirineu i Aran,9.440530839173448e-12,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",4732.4091901552965,320.5391363264108,False,704.708760142844,813.2413140493533,0.7846153846153846,0.5769230769230769,0.9230769230769231,0.9612003097979138,ok,
0-14,Faringoamigdalitis,Barcelona Ciutat,1.5560131514937859e-06,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",5274.739423679777,1048.0872243127997,True,2899.2071501322343,3470.0692387839704,0.5923076923076923,0.27884615384615385,0.8012820512820513,0.12049635717060056,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Nord,0.0032325247243973235,0.09159747174222752,0.0,"(1, 0, 2)","(0, 1, 1, 52)",5366.801072602398,1161.4129708004525,True,3544.1887440301944,4518.441511739479,0.6230769230769231,0.27884615384615385,0.8525641025641025,0.03347652142981921,ok,
0-14,Faringoamigdalitis,Barcelona Metropolitana Sud,1.7224551333950352e-06,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",5218.433428374796,938.8377708153511,True,2722.6053760397144,3441.939275625663,0.573076923076923,0.2403846153846154,0.7948717948717948,0.009507415217199052,ok,
0-14,Faringoamigdalitis,Camp de Tarragona,0.00510546448600856,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4752.207999375481,485.8279102654399,True,1233.7790463381602,1597.1316244139705,0.6884615384615385,0.375,0.8974358974358975,0.2209103881213735,ok,
0-14,Faringoamigdalitis,Catalunya Central,3.771494087117621e-09,0.013224464286893814,1.0,"(1, 1, 2)","(1, 1, 1, 52)",4910.628261952141,689.9692382087333,False,1506.3515804829904,1845.4850064593193,0.6692307692307692,0.3076923076923077,0.9102564102564102,0.9261444579258601,ok,
0-14,Faringoamigdalitis,Girona,0.0008302685342328013,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4776.137969325743,451.8641848759107,True,1401.8600024208324,1734.0152620309946,0.5307692307692308,0.22115384615384615,0.7371794871794872,0.009553592371499,ok,
0-14,Faringoamigdalitis,Lleida,1.323260699379717e-05,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4803.002062729043,460.37156013556495,True,947.5390572349218,1227.9002824679949,0.8538461538461538,0.6442307692307693,0.9935897435897436,0.627947196247515,ok,
0-14,Faringoamigdalitis,PenedÃ¨s,2.135195383473238e-05,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4882.705667519673,462.64908597732597,True,1129.3346515902,1335.1501760526887,0.6653846153846154,0.38461538461538464,0.8525641025641025,0.8354605985752857,ok,
0-14,Faringoamigdalitis,Terres de l'Ebre,3.330169330040593e-07,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",4593.40822571667,350.7255833426742,False,725.8747981534644,938.5349921010531,0.7,0.4807692307692308,0.8461538461538461,0.7491942814023613,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Alt Pirineu i Aran,1.671922197765202e-14,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4704.514017142822,327.99046141900686,True,436.1453154558164,581.1180001858745,0.9423076923076923,0.9038461538461539,0.967948717948718,0.5041886603117466,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Ciutat,7.694708550434677e-05,0.010125811211694516,1.0,"(0, 1, 2)","(0, 1, 1, 52)",4757.520111415602,453.3243032063943,True,1333.8954891491057,1655.3088715893803,0.6961538461538461,0.46153846153846156,0.8525641025641025,0.1455670084369148,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Nord,1.1591804709183062e-05,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4573.726266807489,335.958561247518,True,1674.9149296690637,1954.8486218820983,0.4346153846153846,0.1346153846153846,0.6346153846153846,0.7253943449745099,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Sud,1.2251515633763623e-05,0.01694674392379508,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4681.938913954222,439.6766195155383,True,1281.1157012589167,1587.2994991049338,0.7115384615384616,0.41346153846153844,0.9102564102564102,0.6513147445454114,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Camp de Tarragona,0.06623342890225321,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",4182.869237415922,161.25927643410154,True,701.8986285843864,804.5268436440867,0.7423076923076923,0.4326923076923077,0.9487179487179487,0.6310506662909562,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Catalunya Central,0.0007472915788081967,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4358.559927734879,301.38764225660736,False,809.1565629902266,945.7723927001092,0.4653846153846154,0.20192307692307693,0.6410256410256411,0.9566081738333122,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Girona,1.9194428462259864e-07,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4232.986433899816,218.27620119146974,True,694.869217104796,838.0418948011477,0.5307692307692308,0.2403846153846154,0.7243589743589743,0.6389720987999181,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Lleida,6.524665938734693e-05,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",4350.885678124951,240.17078589901922,True,565.252064641342,673.9911985282849,0.8538461538461538,0.6346153846153846,1.0,0.9676348685077228,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,PenedÃ¨s,2.9420923424815935e-05,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4323.171458595038,209.4619793621761,True,482.6907055714879,597.6717058243454,0.8961538461538462,0.75,0.9935897435897436,0.7305112093125973,ok,
0-14,Faringoamigdalitis estreptocÃ²ccica,Terres de l'Ebre,2.240426345880257e-06,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",4112.414753859141,159.76075962251332,False,346.2120436988495,567.9986112054053,0.6615384615384615,0.6730769230769231,0.6538461538461539,0.7210895882562407,ok,
0-14,Grip,Alt Pirineu i Aran,0.0003067650810732992,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",4672.404512354555,430.14730448606053,True,865.4684771869782,1574.8193987849938,0.8692307692307693,0.7692307692307693,0.9358974358974359,0.0013484913556285631,ok,
0-14,Grip,Barcelona Ciutat,6.625949345472417e-14,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",5201.033924236045,710.832501864408,True,1101.2512505815607,2112.622652407901,0.926923076923077,0.9423076923076923,0.9166666666666666,0.6920153788505171,ok,
0-14,Grip,Barcelona Metropolitana Nord,5.702734618020467e-15,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",5342.074534026727,843.0403161008187,True,1518.624115127809,2859.41808792948,0.9,0.9038461538461539,0.8974358974358975,0.930552982259383,ok,
0-14,Grip,Barcelona Metropolitana Sud,3.772645521901477e-11,0.1,0.0,"(2, 0, 1)","(0, 1, 1, 52)",5040.0291968241845,547.7304209129596,True,1016.4813461528972,1793.253165174374,0.9153846153846154,0.9134615384615384,0.9166666666666666,0.7738855006714669,ok,
0-14,Grip,Camp de Tarragona,3.680473184260448e-14,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4801.557787950401,490.230240568378,True,655.8671965962399,1189.7967104360698,0.8884615384615384,0.8653846153846154,0.9038461538461539,0.6883427681409675,ok,
0-14,Grip,Catalunya Central,1.874313784171531e-12,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4994.3349477270385,680.7771402567989,True,808.2832797662892,1287.2063695658055,0.9384615384615385,0.9230769230769231,0.9487179487179487,0.9034182200358745,ok,
0-14,Grip,Girona,1.62521900215202e-13,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4821.518942113882,447.6109959144285,True,561.919275077401,1004.1837869115616,0.9076923076923077,0.9134615384615384,0.9038461538461539,0.9891923641402351,ok,
0-14,Grip,Lleida,1.7069503579699328e-12,0.1,0.0,"(2, 0, 2)","(1, 1, 1, 52)",5006.427906310404,469.47418115016245,True,540.5772983966516,888.3128670211902,0.9423076923076923,0.9326923076923077,0.9487179487179487,0.9893741087140857,ok,
0-14,Grip,PenedÃ¨s,4.932232731587495e-13,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4623.904328671274,302.43973972833936,True,424.6105757130447,648.3992316448878,0.9384615384615385,0.9519230769230769,0.9294871794871795,0.38775565353473157,ok,
0-14,Grip,Terres de l'Ebre,2.673027233305034e-13,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4753.620894548945,437.6617507668489,True,465.758060664812,715.6615176483749,0.95,0.9038461538461539,0.9807692307692307,0.7941480071112206,ok,
0-14,Impetigen,Alt Pirineu i Aran,3.2942498242459934e-29,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",5226.853503518427,619.7188632331561,True,756.6110733870044,1845.315447575826,0.9692307692307692,0.9423076923076923,0.9871794871794872,0.5766054134430622,ok,
0-14,Impetigen,Barcelona Ciutat,0.0013610969675173367,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4475.553010033707,394.4326179613822,False,853.5063607612866,1116.0690764930318,0.6538461538461539,0.5576923076923077,0.717948717948718,0.8053429846173374,ok,
0-14,Impetigen,Barcelona Metropolitana Nord,0.002748560875199031,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",4321.78311515246,289.25632960544357,True,1026.2352216970287,1377.9379640702073,0.9384615384615385,0.875,0.9807692307692307,0.9314300021234292,ok,
0-14,Impetigen,Barcelona Metropolitana Sud,0.004382591530975369,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",4242.747683794705,250.41486900665606,False,725.5897883947939,901.1216542713828,0.4461538461538462,0.22115384615384615,0.5961538461538461,0.4276235116781308,ok,
0-14,Impetigen,Camp de Tarragona,0.006157716038726621,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3981.433014185144,145.897339197491,True,355.39905750361226,444.97566823986864,0.8923076923076924,0.8365384615384616,0.9294871794871795,0.5097687537732785,ok,
0-14,Impetigen,Catalunya Central,1.2619932829990288e-09,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4206.98300350613,155.63540603107077,True,253.77883950608324,342.384612431207,0.8615384615384616,0.9038461538461539,0.8333333333333334,0.22251564112919045,ok,
0-14,Impetigen,Girona,8.247998159855499e-07,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4018.047682277994,178.36336482631526,True,415.0600361067465,539.6477323276443,0.6230769230769231,0.625,0.6217948717948718,0.8889897519406849,ok,
0-14,Impetigen,Lleida,0.0,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4211.251625582179,143.51133487057726,False,225.2562753056467,315.32201782688276,0.8961538461538462,0.9038461538461539,0.8910256410256411,0.9625541221047492,ok,
0-14,Impetigen,PenedÃ¨s,0.0009065020206482243,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",4023.1173320737184,138.14970777874697,True,319.13710814242313,402.3807303729923,0.6423076923076924,0.5961538461538461,0.6730769230769231,0.3871102329763908,ok,
0-14,Impetigen,Terres de l'Ebre,8.390037109866235e-23,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",4212.852153296506,132.32437602028486,True,306.25712672024815,437.4934442843578,0.7846153846153846,0.9038461538461539,0.7051282051282052,0.825046215853518,ok,
0-14,PneumÃ²nia,Alt Pirineu i Aran,4.107667724078194e-06,0.01749649713726635,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4933.2751026019405,447.6364984795732,True,562.7973039190429,745.6648592762131,0.9461538461538461,0.9326923076923077,0.9551282051282052,0.13125386325002636,ok,
0-14,PneumÃ²nia,Barcelona Ciutat,7.727831772103032e-09,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4366.4747974029915,190.07557083623516,True,468.08009805168786,648.2728217661777,0.7038461538461539,0.7211538461538461,0.6923076923076923,0.3892383710772528,ok,
0-14,PneumÃ²nia,Barcelona Metropolitana Nord,3.4608684870711734e-07,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4298.762326653408,177.95742609293336,False,493.11168430410316,660.6617749942253,0.6461538461538462,0.6057692307692307,0.6730769230769231,0.29687548830990096,ok,
0-14,PneumÃ²nia,Barcelona Metropolitana Sud,1.0255253081563655e-07,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4313.6321879601255,155.07535594828255,True,411.5080137675791,553.1250264766709,0.7230769230769231,0.7019230769230769,0.7371794871794872,0.8597130705472835,ok,
0-14,PneumÃ²nia,Camp de Tarragona,3.2842266714124624e-06,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4178.0216998646565,154.6586748263491,True,305.2292466576683,426.5216503872663,0.7384615384615385,0.7211538461538461,0.75,0.7015141058483416,ok,
0-14,PneumÃ²nia,Catalunya Central,3.954506822427188e-09,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",4287.605575775515,166.50606797378168,True,258.2182326958926,352.22147308861145,0.85,0.7788461538461539,0.8974358974358975,0.9385985944011694,ok,
0-14,PneumÃ²nia,Girona,1.7701580557986737e-05,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",4006.2481177699974,108.06744952236156,True,206.06804875380084,400.77444869760717,0.7846153846153846,0.7211538461538461,0.8269230769230769,0.7670096275897702,ok,
0-14,PneumÃ²nia,Lleida,7.955737665649128e-11,0.1,0.0,"(2, 0, 2)","(1, 1, 1, 52)",4385.559975875223,203.12228663579302,False,318.19462557046256,737.6270547400973,0.9346153846153846,0.8846153846153846,0.967948717948718,0.5992562369095027,ok,
0-14,PneumÃ²nia,PenedÃ¨s,2.0129670165099255e-06,0.1,0.0,"(2, 0, 2)","(1, 1, 1, 52)",4116.167808574778,125.24729227895146,True,214.1707174012284,284.21099771036063,0.8076923076923077,0.8173076923076923,0.8012820512820513,0.07912642008564154,ok,
0-14,PneumÃ²nia,Terres de l'Ebre,4.809642208377107e-29,0.09880122338546003,0.0,"(0, 0, 2)","(0, 1, 1, 52)",4544.547340472118,303.5479681572888,True,218.91916601239672,320.4806648352883,0.9615384615384616,0.9519230769230769,0.967948717948718,0.9113765454599735,ok,
15+,Altres IRA,Alt Pirineu i Aran,0.002416666035565236,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3947.245903083802,109.85159663494763,False,312.723322685876,384.6186413915345,0.7615384615384615,0.5096153846153846,0.9294871794871795,0.9113972827644294,ok,
15+,Altres IRA,Barcelona Ciutat,3.698409967753631e-07,0.01651748359402798,1.0,"(1, 1, 2)","(1, 1, 1, 52)",5113.920380640745,991.3483550385276,True,2247.2914995234655,3117.525462729744,0.7923076923076923,0.5480769230769231,0.9551282051282052,0.046318468233266546,ok,
15+,Altres IRA,Barcelona Metropolitana Nord,8.563333711168368e-08,0.0345167187701802,1.0,"(2, 1, 2)","(1, 1, 1, 52)",5237.074856348821,1202.7401754502328,True,2902.4851941503343,4044.9311796629363,0.7961538461538461,0.5769230769230769,0.9423076923076923,0.8345747682070588,ok,
15+,Altres IRA,Barcelona Metropolitana Sud,1.257696992855248e-06,0.014182051178119225,1.0,"(1, 1, 2)","(1, 1, 1, 52)",5050.278322605916,811.3568688990495,True,1951.0368345983093,2787.925857486546,0.8115384615384615,0.5961538461538461,0.9551282051282052,0.18387436185990796,ok,
15+,Altres IRA,Camp de Tarragona,0.005713494942598305,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",4580.773153223452,469.7308342132783,False,1084.3241815151114,1350.3920196272165,0.8769230769230769,0.7115384615384616,0.9871794871794872,0.7651433165689048,ok,
15+,Altres IRA,Catalunya Central,0.0004520388318737248,0.014173955248767522,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4692.202793796183,529.8818671933616,False,1446.6175666698502,1672.1141457558333,0.9,0.75,1.0,0.5951259600418505,ok,
15+,Altres IRA,Girona,1.6304091942066925e-08,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",4663.4879983477185,526.0448919363148,True,1007.9652359103555,1434.7662834350886,0.7807692307692308,0.5480769230769231,0.9358974358974359,0.9990027033557417,ok,
15+,Altres IRA,Lleida,0.004071058530574717,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4451.731480319254,277.9166949736391,False,818.5736037560526,1086.771098564836,0.8153846153846154,0.6057692307692307,0.9551282051282052,0.6585051739753047,ok,
15+,Altres IRA,PenedÃ¨s,0.0025106095394103567,0.01814778569285134,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4483.324792343532,324.37905916488194,False,835.4423281048255,1009.1947051432162,0.8961538461538462,0.75,0.9935897435897436,0.4628306617671363,ok,
15+,Altres IRA,Terres de l'Ebre,5.89080005076077e-07,0.017053153452668567,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4247.278765631513,196.1174388352855,True,522.6525477562732,720.4260227864628,0.7615384615384615,0.5096153846153846,0.9294871794871795,0.10283048754007028,ok,
15+,Bronquiolitis,Alt Pirineu i Aran,1.5193673490638642e-10,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",4191.384431536728,212.54786142991162,True,258.7078289075382,318.28985687256187,0.96484375,0.9615384615384616,0.9671052631578947,0.9461486094827881,ok,
15+,Bronquiolitis,Barcelona Ciutat,2.074040241202779e-30,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3168.9765954444465,29.36723521466884,True,29.080181635717363,35.16281646415662,0.9692307692307692,0.9807692307692307,0.9615384615384616,0.847414316624139,ok,
15+,Bronquiolitis,Barcelona Metropolitana Nord,5.680350132557462e-17,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3380.385136945703,37.02239969271741,True,31.545499378379443,45.033339219782846,0.9730769230769231,0.9423076923076923,0.9935897435897436,0.945853845565675,ok,
